storm_id,storm_name,datetime,year,month,day,hour,record_id,status,lat,lon,max_wind_kt,min_slp_mb
AL011950,ABLE,1950-08-12 00:00:00,1950,8,12,0,,TS,17.1,-55.5,35,-999
AL011950,ABLE,1950-08-12 06:00:00,1950,8,12,6,,TS,17.7,-56.3,40,-999
AL011950,ABLE,1950-08-12 12:00:00,1950,8,12,12,,TS,18.2,-57.4,45,-999
AL011950,ABLE,1950-08-12 18:00:00,1950,8,12,18,,TS,19.0,-58.6,50,-999
AL011950,ABLE,1950-08-13 00:00:00,1950,8,13,0,,TS,20.0,-60.0,50,-999
AL011950,ABLE,1950-08-13 06:00:00,1950,8,13,6,,TS,20.7,-61.1,50,-999
AL011950,ABLE,1950-08-13 12:00:00,1950,8,13,12,,TS,21.3,-62.2,55,-999
AL011950,ABLE,1950-08-13 18:00:00,1950,8,13,18,,TS,22.0,-63.2,55,997
AL011950,ABLE,1950-08-14 00:00:00,1950,8,14,0,,TS,22.7,-63.8,60,995
AL011950,ABLE,1950-08-14 06:00:00,1950,8,14,6,,TS,23.1,-64.6,60,-999
AL011950,ABLE,1950-08-14 12:00:00,1950,8,14,12,,TS,23.4,-65.4,60,995
AL011950,ABLE,1950-08-14 18:00:00,1950,8,14,18,,HU,23.9,-66.0,65,989
AL011950,ABLE,1950-08-15 00:00:00,1950,8,15,0,,HU,24.4,-66.2,65,-999
AL011950,ABLE,1950-08-15 06:00:00,1950,8,15,6,,HU,24.8,-66.5,65,-999
AL011950,ABLE,1950-08-15 12:00:00,1950,8,15,12,,HU,25.2,-66.8,70,987
AL011950,ABLE,1950-08-15 18:00:00,1950,8,15,18,,HU,25.5,-67.5,75,-999
AL011950,ABLE,1950-08-16 00:00:00,1950,8,16,0,,HU,25.7,-68.1,80,-999
AL011950,ABLE,1950-08-16 06:00:00,1950,8,16,6,,HU,25.7,-68.7,80,-999
AL011950,ABLE,1950-08-16 12:00:00,1950,8,16,12,,HU,25.5,-69.3,80,980
AL011950,ABLE,1950-08-16 18:00:00,1950,8,16,18,,HU,25.4,-69.8,85,-999
AL011950,ABLE,1950-08-17 00:00:00,1950,8,17,0,,HU,25.4,-70.6,90,-999
AL011950,ABLE,1950-08-17 06:00:00,1950,8,17,6,,HU,25.4,-71.5,95,-999
AL011950,ABLE,1950-08-17 12:00:00,1950,8,17,12,,HU,25.5,-72.6,100,962
AL011950,ABLE,1950-08-17 18:00:00,1950,8,17,18,,HU,25.9,-73.3,100,-999
AL011950,ABLE,1950-08-18 00:00:00,1950,8,18,0,,HU,26.7,-73.9,100,-999
AL011950,ABLE,1950-08-18 06:00:00,1950,8,18,6,,HU,27.3,-74.4,100,-999
AL011950,ABLE,1950-08-18 12:00:00,1950,8,18,12,,HU,27.9,-74.9,100,958
AL011950,ABLE,1950-08-18 18:00:00,1950,8,18,18,,HU,28.4,-75.3,105,-999
AL011950,ABLE,1950-08-19 00:00:00,1950,8,19,0,,HU,29.1,-75.5,105,-999
AL011950,ABLE,1950-08-19 06:00:00,1950,8,19,6,,HU,29.9,-75.5,105,-999
AL011950,ABLE,1950-08-19 12:00:00,1950,8,19,12,,HU,30.7,-75.5,105,953
AL011950,ABLE,1950-08-19 18:00:00,1950,8,19,18,,HU,31.7,-75.5,110,-999
AL011950,ABLE,1950-08-20 00:00:00,1950,8,20,0,,HU,32.8,-75.2,110,-999
AL011950,ABLE,1950-08-20 06:00:00,1950,8,20,6,,HU,34.4,-74.3,105,-999
AL011950,ABLE,1950-08-20 12:00:00,1950,8,20,12,,HU,36.0,-72.7,100,-999
AL011950,ABLE,1950-08-20 18:00:00,1950,8,20,18,,HU,37.6,-71.0,90,-999
AL011950,ABLE,1950-08-21 00:00:00,1950,8,21,0,,HU,39.3,-69.4,80,-999
AL011950,ABLE,1950-08-21 06:00:00,1950,8,21,6,,HU,41.2,-67.3,70,-999
AL011950,ABLE,1950-08-21 12:00:00,1950,8,21,12,,HU,43.3,-65.0,65,-999
AL011950,ABLE,1950-08-21 16:00:00,1950,8,21,16,L,HU,44.6,-63.7,65,-999
AL011950,ABLE,1950-08-21 18:00:00,1950,8,21,18,,TS,45.5,-62.6,45,-999
AL011950,ABLE,1950-08-22 00:00:00,1950,8,22,0,,EX,47.9,-59.8,35,-999
AL011950,ABLE,1950-08-22 06:00:00,1950,8,22,6,,EX,50.0,-56.8,30,-999
AL011950,ABLE,1950-08-22 12:00:00,1950,8,22,12,,EX,52.0,-53.8,30,-999
AL011950,ABLE,1950-08-22 18:00:00,1950,8,22,18,,EX,53.6,-50.7,30,-999
AL011950,ABLE,1950-08-23 00:00:00,1950,8,23,0,,EX,54.7,-47.7,35,-999
AL011950,ABLE,1950-08-23 06:00:00,1950,8,23,6,,EX,55.3,-44.8,35,-999
AL011950,ABLE,1950-08-23 12:00:00,1950,8,23,12,,EX,55.3,-41.8,35,-999
AL011950,ABLE,1950-08-23 18:00:00,1950,8,23,18,,EX,54.5,-37.7,30,-999
AL011950,ABLE,1950-08-24 00:00:00,1950,8,24,0,,EX,53.5,-33.7,30,-999
AL011950,ABLE,1950-08-24 06:00:00,1950,8,24,6,,EX,52.5,-30.3,30,-999
AL021950,BAKER,1950-08-18 12:00:00,1950,8,18,12,,TD,12.0,-54.0,30,-999
AL021950,BAKER,1950-08-18 18:00:00,1950,8,18,18,,TD,12.5,-54.2,30,-999
AL021950,BAKER,1950-08-19 00:00:00,1950,8,19,0,,TD,13.0,-54.4,30,-999
AL021950,BAKER,1950-08-19 06:00:00,1950,8,19,6,,TD,13.5,-54.7,30,-999
AL021950,BAKER,1950-08-19 12:00:00,1950,8,19,12,,TS,14.0,-55.0,35,-999
AL021950,BAKER,1950-08-19 18:00:00,1950,8,19,18,,TS,14.5,-55.4,40,-999
AL021950,BAKER,1950-08-20 00:00:00,1950,8,20,0,,TS,15.0,-55.9,45,-999
AL021950,BAKER,1950-08-20 06:00:00,1950,8,20,6,,TS,15.5,-56.4,50,-999
AL021950,BAKER,1950-08-20 12:00:00,1950,8,20,12,,TS,16.0,-57.0,55,-999
AL021950,BAKER,1950-08-20 18:00:00,1950,8,20,18,,TS,16.3,-57.9,60,-999
AL021950,BAKER,1950-08-21 00:00:00,1950,8,21,0,,HU,16.6,-58.8,65,-999
AL021950,BAKER,1950-08-21 06:00:00,1950,8,21,6,,HU,16.8,-59.8,70,-999
AL021950,BAKER,1950-08-21 12:00:00,1950,8,21,12,,HU,16.9,-60.6,70,990
AL021950,BAKER,1950-08-21 18:00:00,1950,8,21,18,,HU,17.0,-61.0,75,987
AL021950,BAKER,1950-08-22 00:00:00,1950,8,22,0,,HU,17.0,-61.4,85,-999
AL021950,BAKER,1950-08-22 06:00:00,1950,8,22,6,,HU,16.9,-61.8,75,-999
AL021950,BAKER,1950-08-22 12:00:00,1950,8,22,12,L,TS,16.8,-62.2,60,-999
AL021950,BAKER,1950-08-22 18:00:00,1950,8,22,18,,TS,16.8,-62.9,45,1003
AL021950,BAKER,1950-08-23 00:00:00,1950,8,23,0,,TS,17.0,-64.0,45,-999
AL021950,BAKER,1950-08-23 06:00:00,1950,8,23,6,,TS,17.4,-65.1,40,-999
AL021950,BAKER,1950-08-23 12:00:00,1950,8,23,12,,TS,17.8,-66.2,35,-999
AL021950,BAKER,1950-08-23 18:00:00,1950,8,23,18,,TD,18.2,-67.3,30,-999
AL021950,BAKER,1950-08-24 00:00:00,1950,8,24,0,,TD,18.6,-68.6,30,-999
AL021950,BAKER,1950-08-24 06:00:00,1950,8,24,6,,TD,19.4,-70.0,25,-999
AL021950,BAKER,1950-08-24 12:00:00,1950,8,24,12,,TD,20.3,-71.7,30,-999
AL021950,BAKER,1950-08-24 18:00:00,1950,8,24,18,,TS,20.9,-73.4,40,-999
AL021950,BAKER,1950-08-25 00:00:00,1950,8,25,0,,TS,21.3,-74.8,45,-999
AL021950,BAKER,1950-08-25 06:00:00,1950,8,25,6,,TS,21.6,-76.6,45,-999
AL021950,BAKER,1950-08-25 12:00:00,1950,8,25,12,,TS,21.7,-78.1,35,-999
AL021950,BAKER,1950-08-25 18:00:00,1950,8,25,18,,TD,21.7,-79.1,30,-999
AL021950,BAKER,1950-08-26 00:00:00,1950,8,26,0,,TS,21.7,-80.1,35,-999
AL021950,BAKER,1950-08-26 06:00:00,1950,8,26,6,,TS,21.7,-81.2,45,-999
AL021950,BAKER,1950-08-26 12:00:00,1950,8,26,12,,TS,21.8,-81.9,45,-999
AL021950,BAKER,1950-08-26 18:00:00,1950,8,26,18,,TS,21.9,-82.5,50,-999
AL021950,BAKER,1950-08-27 00:00:00,1950,8,27,0,,TS,22.0,-83.2,50,-999
AL021950,BAKER,1950-08-27 06:00:00,1950,8,27,6,,TS,22.2,-84.0,45,-999
AL021950,BAKER,1950-08-27 12:00:00,1950,8,27,12,,TS,22.3,-84.6,50,-999
AL021950,BAKER,1950-08-27 18:00:00,1950,8,27,18,,TS,22.4,-85.3,55,996
AL021950,BAKER,1950-08-28 00:00:00,1950,8,28,0,,TS,22.6,-86.1,55,-999
AL021950,BAKER,1950-08-28 06:00:00,1950,8,28,6,,TS,22.8,-86.8,55,-999
AL021950,BAKER,1950-08-28 12:00:00,1950,8,28,12,,TS,23.0,-87.2,55,998
AL021950,BAKER,1950-08-28 18:00:00,1950,8,28,18,,TS,23.2,-87.5,55,996
AL021950,BAKER,1950-08-29 00:00:00,1950,8,29,0,,HU,23.5,-87.7,65,-999
AL021950,BAKER,1950-08-29 06:00:00,1950,8,29,6,,HU,23.7,-88.0,75,-999
AL021950,BAKER,1950-08-29 12:00:00,1950,8,29,12,,HU,23.9,-88.3,80,-999
AL021950,BAKER,1950-08-29 18:00:00,1950,8,29,18,,HU,24.1,-88.4,85,-999
AL021950,BAKER,1950-08-30 00:00:00,1950,8,30,0,,HU,24.7,-88.6,90,-999
AL021950,BAKER,1950-08-30 06:00:00,1950,8,30,6,,HU,25.7,-88.8,90,-999
AL021950,BAKER,1950-08-30 12:00:00,1950,8,30,12,,HU,27.0,-89.0,90,-999
AL021950,BAKER,1950-08-30 18:00:00,1950,8,30,18,,HU,28.2,-88.7,85,-999
AL021950,BAKER,1950-08-31 00:00:00,1950,8,31,0,,HU,29.4,-88.2,75,979
AL021950,BAKER,1950-08-31 03:00:00,1950,8,31,3,L,HU,30.2,-88.0,75,979
AL021950,BAKER,1950-08-31 04:00:00,1950,8,31,4,L,HU,30.7,-87.9,75,-999
AL021950,BAKER,1950-08-31 06:00:00,1950,8,31,6,,TS,31.1,-87.9,60,-999
AL021950,BAKER,1950-08-31 12:00:00,1950,8,31,12,,TS,33.4,-88.2,40,-999
AL021950,BAKER,1950-08-31 18:00:00,1950,8,31,18,,TS,34.8,-88.7,35,-999
AL021950,BAKER,1950-09-01 00:00:00,1950,9,1,0,,TD,36.0,-89.0,25,-999
AL021950,BAKER,1950-09-01 06:00:00,1950,9,1,6,,TD,36.7,-89.0,20,-999
AL021950,BAKER,1950-09-01 12:00:00,1950,9,1,12,,TD,36.7,-89.2,15,-999
AL021950,BAKER,1950-09-01 18:00:00,1950,9,1,18,,TD,37.0,-89.7,15,-999
AL031950,CHARLIE,1950-08-21 12:00:00,1950,8,21,12,,TS,11.1,-26.4,35,-999
AL031950,CHARLIE,1950-08-21 18:00:00,1950,8,21,18,,TS,11.0,-27.6,35,-999
AL031950,CHARLIE,1950-08-22 00:00:00,1950,8,22,0,,TS,10.9,-28.9,35,-999
AL031950,CHARLIE,1950-08-22 06:00:00,1950,8,22,6,,TS,10.8,-30.1,35,-999
AL031950,CHARLIE,1950-08-22 12:00:00,1950,8,22,12,,TS,10.7,-31.4,35,-999
AL031950,CHARLIE,1950-08-22 18:00:00,1950,8,22,18,,TS,10.6,-32.7,35,-999
AL031950,CHARLIE,1950-08-23 00:00:00,1950,8,23,0,,TS,10.6,-34.0,35,-999
AL031950,CHARLIE,1950-08-23 06:00:00,1950,8,23,6,,TS,10.6,-35.2,35,-999
AL031950,CHARLIE,1950-08-23 12:00:00,1950,8,23,12,,TS,10.7,-36.4,35,-999
AL031950,CHARLIE,1950-08-23 18:00:00,1950,8,23,18,,TS,10.8,-37.5,35,-999
AL031950,CHARLIE,1950-08-24 00:00:00,1950,8,24,0,,TS,11.0,-38.6,35,-999
AL031950,CHARLIE,1950-08-24 06:00:00,1950,8,24,6,,TS,11.2,-39.7,35,-999
AL031950,CHARLIE,1950-08-24 12:00:00,1950,8,24,12,,TS,11.5,-40.7,35,-999
AL031950,CHARLIE,1950-08-24 18:00:00,1950,8,24,18,,TS,11.9,-41.7,40,-999
AL031950,CHARLIE,1950-08-25 00:00:00,1950,8,25,0,,TS,12.4,-42.7,40,-999
AL031950,CHARLIE,1950-08-25 06:00:00,1950,8,25,6,,TS,12.9,-43.6,40,-999
AL031950,CHARLIE,1950-08-25 12:00:00,1950,8,25,12,,TS,13.5,-44.5,40,-999
AL031950,CHARLIE,1950-08-25 18:00:00,1950,8,25,18,,TS,14.2,-45.4,40,-999
AL031950,CHARLIE,1950-08-26 00:00:00,1950,8,26,0,,TS,14.9,-46.2,45,-999
AL031950,CHARLIE,1950-08-26 06:00:00,1950,8,26,6,,TS,15.7,-47.1,45,-999
AL031950,CHARLIE,1950-08-26 12:00:00,1950,8,26,12,,TS,16.5,-48.0,45,-999
AL031950,CHARLIE,1950-08-26 18:00:00,1950,8,26,18,,TS,17.3,-49.0,45,-999
AL031950,CHARLIE,1950-08-27 00:00:00,1950,8,27,0,,TS,18.1,-50.0,50,-999
AL031950,CHARLIE,1950-08-27 06:00:00,1950,8,27,6,,TS,18.9,-51.0,55,-999
AL031950,CHARLIE,1950-08-27 12:00:00,1950,8,27,12,,TS,19.8,-52.0,55,-999
AL031950,CHARLIE,1950-08-27 18:00:00,1950,8,27,18,,TS,20.9,-52.9,60,-999
AL031950,CHARLIE,1950-08-28 00:00:00,1950,8,28,0,,HU,22.3,-53.7,65,-999
AL031950,CHARLIE,1950-08-28 06:00:00,1950,8,28,6,,HU,23.8,-54.6,70,-999
AL031950,CHARLIE,1950-08-28 12:00:00,1950,8,28,12,,HU,25.0,-55.5,75,-999
AL031950,CHARLIE,1950-08-28 18:00:00,1950,8,28,18,,HU,26.1,-56.4,80,-999
AL031950,CHARLIE,1950-08-29 00:00:00,1950,8,29,0,,HU,27.1,-57.1,80,-999
AL031950,CHARLIE,1950-08-29 06:00:00,1950,8,29,6,,HU,28.3,-57.3,80,-999
AL031950,CHARLIE,1950-08-29 12:00:00,1950,8,29,12,,HU,29.5,-57.5,85,974
AL031950,CHARLIE,1950-08-29 18:00:00,1950,8,29,18,,HU,30.4,-57.5,90,-999
AL031950,CHARLIE,1950-08-30 00:00:00,1950,8,30,0,,HU,31.2,-57.1,90,-999
AL031950,CHARLIE,1950-08-30 06:00:00,1950,8,30,6,,HU,31.9,-56.6,90,-999
AL031950,CHARLIE,1950-08-30 12:00:00,1950,8,30,12,,HU,32.5,-56.1,90,-999
AL031950,CHARLIE,1950-08-30 18:00:00,1950,8,30,18,,HU,32.8,-56.0,90,-999
AL031950,CHARLIE,1950-08-31 00:00:00,1950,8,31,0,,HU,32.9,-56.2,90,-999
AL031950,CHARLIE,1950-08-31 06:00:00,1950,8,31,6,,HU,32.8,-56.4,90,-999
AL031950,CHARLIE,1950-08-31 12:00:00,1950,8,31,12,,HU,32.8,-56.7,95,-999
AL031950,CHARLIE,1950-08-31 18:00:00,1950,8,31,18,,HU,32.8,-57.3,95,-999
AL031950,CHARLIE,1950-09-01 00:00:00,1950,9,1,0,,HU,32.8,-57.9,95,-999
AL031950,CHARLIE,1950-09-01 06:00:00,1950,9,1,6,,HU,32.7,-58.4,90,-999
AL031950,CHARLIE,1950-09-01 12:00:00,1950,9,1,12,,HU,32.6,-58.9,85,-999
AL031950,CHARLIE,1950-09-01 18:00:00,1950,9,1,18,,HU,32.7,-59.5,85,-999
AL031950,CHARLIE,1950-09-02 00:00:00,1950,9,2,0,,HU,33.0,-60.1,80,-999
AL031950,CHARLIE,1950-09-02 06:00:00,1950,9,2,6,,HU,33.3,-60.7,80,-999
AL031950,CHARLIE,1950-09-02 12:00:00,1950,9,2,12,,HU,33.7,-61.2,75,-999
AL031950,CHARLIE,1950-09-02 18:00:00,1950,9,2,18,,HU,34.3,-61.4,75,980
AL031950,CHARLIE,1950-09-03 00:00:00,1950,9,3,0,,HU,34.9,-61.5,75,-999
AL031950,CHARLIE,1950-09-03 06:00:00,1950,9,3,6,,HU,35.4,-61.3,75,-999
AL031950,CHARLIE,1950-09-03 12:00:00,1950,9,3,12,,HU,36.0,-61.0,75,-999
AL031950,CHARLIE,1950-09-03 18:00:00,1950,9,3,18,,HU,36.3,-60.7,70,-999
AL031950,CHARLIE,1950-09-04 00:00:00,1950,9,4,0,,HU,36.6,-60.1,65,-999
AL031950,CHARLIE,1950-09-04 06:00:00,1950,9,4,6,,HU,37.1,-59.3,65,-999
AL031950,CHARLIE,1950-09-04 12:00:00,1950,9,4,12,,TS,37.8,-58.2,60,-999
AL031950,CHARLIE,1950-09-04 18:00:00,1950,9,4,18,,EX,38.6,-57.1,55,-999
AL031950,CHARLIE,1950-09-05 00:00:00,1950,9,5,0,,EX,40.0,-55.8,55,-999
AL031950,CHARLIE,1950-09-05 06:00:00,1950,9,5,6,,EX,42.2,-53.0,50,-999
AL031950,CHARLIE,1950-09-05 12:00:00,1950,9,5,12,,EX,44.8,-47.4,50,-999
AL041950,DOG,1950-08-30 18:00:00,1950,8,30,18,,HU,15.2,-55.6,80,-999
AL041950,DOG,1950-08-31 00:00:00,1950,8,31,0,,HU,15.5,-56.9,90,-999
AL041950,DOG,1950-08-31 06:00:00,1950,8,31,6,,HU,15.9,-58.1,100,-999
AL041950,DOG,1950-08-31 12:00:00,1950,8,31,12,,HU,16.2,-59.2,110,953
AL041950,DOG,1950-08-31 18:00:00,1950,8,31,18,,HU,16.5,-60.1,115,-999
AL041950,DOG,1950-09-01 00:00:00,1950,9,1,0,,HU,16.8,-60.9,115,-999
AL041950,DOG,1950-09-01 06:00:00,1950,9,1,6,,HU,17.2,-61.7,115,-999
AL041950,DOG,1950-09-01 12:00:00,1950,9,1,12,,HU,17.7,-62.4,110,-999
AL041950,DOG,1950-09-01 18:00:00,1950,9,1,18,,HU,18.2,-63.1,105,-999
AL041950,DOG,1950-09-02 00:00:00,1950,9,2,0,,HU,18.6,-63.5,105,-999
AL041950,DOG,1950-09-02 06:00:00,1950,9,2,6,,HU,19.1,-63.9,100,-999
AL041950,DOG,1950-09-02 12:00:00,1950,9,2,12,,HU,19.5,-64.3,100,962
AL041950,DOG,1950-09-02 18:00:00,1950,9,2,18,,HU,20.1,-64.7,105,-999
AL041950,DOG,1950-09-03 00:00:00,1950,9,3,0,,HU,20.6,-64.9,105,-999
AL041950,DOG,1950-09-03 06:00:00,1950,9,3,6,,HU,21.1,-65.0,105,-999
AL041950,DOG,1950-09-03 12:00:00,1950,9,3,12,,HU,21.6,-65.1,105,-999
AL041950,DOG,1950-09-03 18:00:00,1950,9,3,18,,HU,22.1,-65.2,105,-999
AL041950,DOG,1950-09-04 00:00:00,1950,9,4,0,,HU,22.4,-65.4,105,-999
AL041950,DOG,1950-09-04 06:00:00,1950,9,4,6,,HU,22.7,-65.7,105,-999
AL041950,DOG,1950-09-04 12:00:00,1950,9,4,12,,HU,23.1,-66.0,105,-999
AL041950,DOG,1950-09-04 18:00:00,1950,9,4,18,,HU,23.4,-66.4,110,-999
AL041950,DOG,1950-09-05 00:00:00,1950,9,5,0,,HU,23.7,-66.8,115,-999
AL041950,DOG,1950-09-05 06:00:00,1950,9,5,6,,HU,24.1,-67.3,120,-999
AL041950,DOG,1950-09-05 12:00:00,1950,9,5,12,,HU,24.6,-67.7,125,-999
AL041950,DOG,1950-09-05 18:00:00,1950,9,5,18,,HU,25.3,-68.2,125,-999
AL041950,DOG,1950-09-06 00:00:00,1950,9,6,0,,HU,26.1,-68.4,125,-999
AL041950,DOG,1950-09-06 06:00:00,1950,9,6,6,,HU,26.8,-68.4,120,-999
AL041950,DOG,1950-09-06 12:00:00,1950,9,6,12,,HU,27.5,-68.2,120,-999
AL041950,DOG,1950-09-06 18:00:00,1950,9,6,18,,HU,28.2,-68.1,120,-999
AL041950,DOG,1950-09-07 00:00:00,1950,9,7,0,,HU,28.9,-68.0,115,-999
AL041950,DOG,1950-09-07 06:00:00,1950,9,7,6,,HU,29.6,-67.9,105,-999
AL041950,DOG,1950-09-07 12:00:00,1950,9,7,12,,HU,30.2,-67.6,100,-999
AL041950,DOG,1950-09-07 18:00:00,1950,9,7,18,,HU,30.4,-67.4,85,972
AL041950,DOG,1950-09-08 00:00:00,1950,9,8,0,,HU,30.6,-67.3,80,-999
AL041950,DOG,1950-09-08 06:00:00,1950,9,8,6,,HU,30.8,-67.4,75,-999
AL041950,DOG,1950-09-08 12:00:00,1950,9,8,12,,HU,30.9,-67.6,75,-999
AL041950,DOG,1950-09-08 18:00:00,1950,9,8,18,,HU,31.0,-67.9,75,-999
AL041950,DOG,1950-09-09 00:00:00,1950,9,9,0,,HU,31.0,-68.2,70,-999
AL041950,DOG,1950-09-09 06:00:00,1950,9,9,6,,HU,30.9,-68.5,70,-999
AL041950,DOG,1950-09-09 12:00:00,1950,9,9,12,,HU,30.6,-68.9,70,-999
AL041950,DOG,1950-09-09 18:00:00,1950,9,9,18,,HU,30.5,-69.3,65,987
AL041950,DOG,1950-09-10 00:00:00,1950,9,10,0,,HU,30.4,-70.0,65,-999
AL041950,DOG,1950-09-10 06:00:00,1950,9,10,6,,HU,30.5,-70.6,65,-999
AL041950,DOG,1950-09-10 12:00:00,1950,9,10,12,,HU,31.0,-71.0,65,986
AL041950,DOG,1950-09-10 18:00:00,1950,9,10,18,,HU,32.0,-71.5,65,986
AL041950,DOG,1950-09-11 00:00:00,1950,9,11,0,,HU,33.3,-72.1,75,982
AL041950,DOG,1950-09-11 06:00:00,1950,9,11,6,,HU,34.9,-72.2,80,978
AL041950,DOG,1950-09-11 12:00:00,1950,9,11,12,,HU,36.4,-71.9,85,974
AL041950,DOG,1950-09-11 18:00:00,1950,9,11,18,,HU,37.9,-71.4,85,972
AL041950,DOG,1950-09-12 00:00:00,1950,9,12,0,,EX,39.0,-70.0,80,-999
AL041950,DOG,1950-09-12 06:00:00,1950,9,12,6,,EX,39.7,-68.4,75,-999
AL041950,DOG,1950-09-12 12:00:00,1950,9,12,12,,EX,40.4,-66.9,70,979
AL041950,DOG,1950-09-12 18:00:00,1950,9,12,18,,EX,41.1,-65.7,70,-999
AL041950,DOG,1950-09-13 00:00:00,1950,9,13,0,,EX,41.5,-64.4,70,-999
AL041950,DOG,1950-09-13 06:00:00,1950,9,13,6,,EX,41.9,-62.7,65,-999
AL041950,DOG,1950-09-13 12:00:00,1950,9,13,12,,EX,42.2,-60.7,60,-999
AL041950,DOG,1950-09-13 18:00:00,1950,9,13,18,,EX,42.3,-58.3,55,-999
AL041950,DOG,1950-09-14 00:00:00,1950,9,14,0,,EX,42.3,-55.9,55,-999
AL041950,DOG,1950-09-14 06:00:00,1950,9,14,6,,EX,42.5,-53.2,50,-999
AL041950,DOG,1950-09-14 12:00:00,1950,9,14,12,,EX,42.8,-50.0,50,-999
AL041950,DOG,1950-09-14 18:00:00,1950,9,14,18,,EX,43.0,-45.5,50,-999
AL041950,DOG,1950-09-15 00:00:00,1950,9,15,0,,EX,43.4,-41.5,55,-999
AL041950,DOG,1950-09-15 06:00:00,1950,9,15,6,,EX,44.5,-37.5,60,-999
AL041950,DOG,1950-09-15 12:00:00,1950,9,15,12,,EX,46.0,-33.2,60,-999
AL041950,DOG,1950-09-15 18:00:00,1950,9,15,18,,EX,47.5,-28.5,60,-999
AL041950,DOG,1950-09-16 00:00:00,1950,9,16,0,,EX,49.2,-23.2,65,-999
AL041950,DOG,1950-09-16 06:00:00,1950,9,16,6,,EX,50.9,-18.6,65,-999
AL041950,DOG,1950-09-16 12:00:00,1950,9,16,12,,EX,52.8,-14.7,65,-999
AL041950,DOG,1950-09-16 18:00:00,1950,9,16,18,,EX,54.3,-11.6,65,-999
AL041950,DOG,1950-09-17 00:00:00,1950,9,17,0,,EX,55.6,-9.1,65,-999
AL041950,DOG,1950-09-17 06:00:00,1950,9,17,6,,EX,56.8,-6.6,65,-999
AL041950,DOG,1950-09-17 12:00:00,1950,9,17,12,,EX,57.8,-4.5,60,-999
AL041950,DOG,1950-09-17 18:00:00,1950,9,17,18,,EX,58.8,-3.8,55,-999
AL041950,DOG,1950-09-18 00:00:00,1950,9,18,0,,EX,59.8,-3.8,55,-999
AL051950,EASY,1950-09-01 06:00:00,1950,9,1,6,,TS,19.7,-83.2,40,-999
AL051950,EASY,1950-09-01 12:00:00,1950,9,1,12,,TS,19.9,-83.2,45,-999
AL051950,EASY,1950-09-01 18:00:00,1950,9,1,18,,TS,20.1,-83.2,50,-999
AL051950,EASY,1950-09-02 00:00:00,1950,9,2,0,,TS,20.3,-83.2,50,-999
AL051950,EASY,1950-09-02 06:00:00,1950,9,2,6,,TS,20.5,-83.3,55,-999
AL051950,EASY,1950-09-02 12:00:00,1950,9,2,12,,TS,20.7,-83.3,55,996
AL051950,EASY,1950-09-02 18:00:00,1950,9,2,18,,TS,20.9,-83.2,55,995
AL051950,EASY,1950-09-03 00:00:00,1950,9,3,0,,HU,21.4,-82.7,70,-999
AL051950,EASY,1950-09-03 01:00:00,1950,9,3,1,L,HU,21.5,-82.6,70,-999
AL051950,EASY,1950-09-03 06:00:00,1950,9,3,6,,HU,22.4,-82.4,80,-999
AL051950,EASY,1950-09-03 07:00:00,1950,9,3,7,L,HU,22.7,-82.3,80,-999
AL051950,EASY,1950-09-03 12:00:00,1950,9,3,12,,HU,23.8,-82.3,75,980
AL051950,EASY,1950-09-03 18:00:00,1950,9,3,18,,HU,24.9,-82.6,75,980
AL051950,EASY,1950-09-04 00:00:00,1950,9,4,0,,HU,26.2,-82.8,80,-999
AL051950,EASY,1950-09-04 06:00:00,1950,9,4,6,,HU,27.1,-83.3,85,-999
AL051950,EASY,1950-09-04 12:00:00,1950,9,4,12,,HU,27.7,-83.5,85,973
AL051950,EASY,1950-09-04 18:00:00,1950,9,4,18,,HU,28.0,-83.8,85,973
AL051950,EASY,1950-09-05 00:00:00,1950,9,5,0,,HU,28.1,-83.7,95,-999
AL051950,EASY,1950-09-05 06:00:00,1950,9,5,6,,HU,28.5,-83.3,105,-999
AL051950,EASY,1950-09-05 12:00:00,1950,9,5,12,,HU,28.8,-83.0,105,-999
AL051950,EASY,1950-09-05 17:00:00,1950,9,5,17,L,HU,29.1,-82.8,105,960
AL051950,EASY,1950-09-05 18:00:00,1950,9,5,18,,HU,29.1,-82.8,105,960
AL051950,EASY,1950-09-06 00:00:00,1950,9,6,0,,HU,28.7,-82.8,95,-999
AL051950,EASY,1950-09-06 04:00:00,1950,9,6,4,L,HU,28.5,-82.7,90,-999
AL051950,EASY,1950-09-06 06:00:00,1950,9,6,6,,HU,28.4,-82.6,75,-999
AL051950,EASY,1950-09-06 12:00:00,1950,9,6,12,,TS,28.2,-82.1,60,-999
AL051950,EASY,1950-09-06 18:00:00,1950,9,6,18,,TS,28.6,-81.7,40,-999
AL051950,EASY,1950-09-07 00:00:00,1950,9,7,0,,TS,29.3,-81.6,40,-999
AL051950,EASY,1950-09-07 06:00:00,1950,9,7,6,,TS,30.2,-81.9,35,-999
AL051950,EASY,1950-09-07 12:00:00,1950,9,7,12,,TD,31.2,-83.0,30,-999
AL051950,EASY,1950-09-07 18:00:00,1950,9,7,18,,TD,32.0,-84.8,25,-999
AL051950,EASY,1950-09-08 00:00:00,1950,9,8,0,,TD,33.1,-85.9,25,-999
AL051950,EASY,1950-09-08 06:00:00,1950,9,8,6,,TD,33.9,-87.0,20,-999
